,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
6094,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1118,245,22.0,MCHENRY 7,2018_General Election
7973,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1118,167,15.0,MCHENRY 7,2018_General Election
3512,14TH CONGRESS,Under Votes,,1118,6,1.0,MCHENRY 7,2018_General Election
3513,14TH CONGRESS,Over Votes,,1118,0,0.0,MCHENRY 7,2018_General Election
7981,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1118,275,25.0,MCHENRY 7,2018_General Election
3528,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1118,55,5.0,MCHENRY 7,2018_General Election
3529,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1118,0,0.0,MCHENRY 7,2018_General Election
10587,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1118,279,25.0,MCHENRY 7,2018_General Election
10588,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1118,86,8.0,MCHENRY 7,2018_General Election
3530,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1118,52,5.0,MCHENRY 7,2018_General Election
3531,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1118,1,0.0,MCHENRY 7,2018_General Election
10589,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1118,285,25.0,MCHENRY 7,2018_General Election
10590,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1118,79,7.0,MCHENRY 7,2018_General Election
3532,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1118,54,5.0,MCHENRY 7,2018_General Election
3533,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1118,0,0.0,MCHENRY 7,2018_General Election
6100,32ND SENATE,MARY MAHADY,DEMOCRACT,1118,231,21.0,MCHENRY 7,2018_General Election
7979,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1118,180,16.0,MCHENRY 7,2018_General Election
3524,32ND SENATE,Under Votes,,1118,7,1.0,MCHENRY 7,2018_General Election
3525,32ND SENATE,Over Votes,,1118,0,0.0,MCHENRY 7,2018_General Election
7980,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1118,273,24.0,MCHENRY 7,2018_General Election
3526,63RD REPRESENTATIVE,Under Votes,,1118,48,4.0,MCHENRY 7,2018_General Election
3527,63RD REPRESENTATIVE,Over Votes,,1118,1,0.0,MCHENRY 7,2018_General Election
6096,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1118,207,19.0,MCHENRY 7,2018_General Election
7975,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1118,192,17.0,MCHENRY 7,2018_General Election
9310,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1118,14,1.0,MCHENRY 7,2018_General Election
3516,ATTORNEY GENERAL,Under Votes,,1118,5,0.0,MCHENRY 7,2018_General Election
3517,ATTORNEY GENERAL,Over Votes,,1118,0,0.0,MCHENRY 7,2018_General Election
