ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1320,635,48.0,NUNDA 21,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1417,593,42.0,NUNDA 22,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1033,508,49.0,NUNDA 20,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1121,442,39.0,NUNDA 24,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1169,381,33.0,NUNDA 27,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,903,356,39.0,NUNDA 25,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1169,330,28.0,NUNDA 27,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1417,318,22.0,NUNDA 22,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1023,293,29.0,NUNDA 26,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1023,274,27.0,NUNDA 26,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1121,273,24.0,NUNDA 24,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1320,267,20.0,NUNDA 21,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,903,229,25.0,NUNDA 25,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,677,212,31.0,NUNDA 28,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,677,195,29.0,NUNDA 28,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,598,187,31.0,NUNDA 23,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1033,184,18.0,NUNDA 20,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,598,177,30.0,NUNDA 23,2016_General Election
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,347,160,46.0,NUNDA 29,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,347,73,21.0,NUNDA 29,2016_General Election
14TH CONGRESS,Blank Ballots,,1121,40,4.0,NUNDA 24,2016_General Election
14TH CONGRESS,Blank Ballots,,1169,33,3.0,NUNDA 27,2016_General Election
14TH CONGRESS,Blank Ballots,,1320,29,2.0,NUNDA 21,2016_General Election
14TH CONGRESS,Blank Ballots,,1417,29,2.0,NUNDA 22,2016_General Election
14TH CONGRESS,Blank Ballots,,677,29,4.0,NUNDA 28,2016_General Election
14TH CONGRESS,Blank Ballots,,1023,27,3.0,NUNDA 26,2016_General Election
14TH CONGRESS,Blank Ballots,,903,25,3.0,NUNDA 25,2016_General Election
14TH CONGRESS,Blank Ballots,,1033,20,2.0,NUNDA 20,2016_General Election
14TH CONGRESS,Blank Ballots,,598,20,3.0,NUNDA 23,2016_General Election
14TH CONGRESS,Blank Ballots,,347,15,4.0,NUNDA 29,2016_General Election
14TH CONGRESS,Under Votes,,1033,0,0.0,NUNDA 20,2016_General Election
14TH CONGRESS,Over Votes,,1033,0,0.0,NUNDA 20,2016_General Election
14TH CONGRESS,Under Votes,,1320,0,0.0,NUNDA 21,2016_General Election
14TH CONGRESS,Over Votes,,1320,0,0.0,NUNDA 21,2016_General Election
