,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5954,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,2175,415,19.0,GREENWOOD 2,2018_General Election
7778,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,2175,221,10.0,GREENWOOD 2,2018_General Election
3022,14TH CONGRESS,Under Votes,,2175,6,0.0,GREENWOOD 2,2018_General Election
3023,14TH CONGRESS,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
7787,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,2175,390,18.0,GREENWOOD 2,2018_General Election
3040,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,2175,88,4.0,GREENWOOD 2,2018_General Election
3041,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
7786,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,2175,388,18.0,GREENWOOD 2,2018_General Election
3038,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,2175,87,4.0,GREENWOOD 2,2018_General Election
3039,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
10487,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,2175,467,21.0,GREENWOOD 2,2018_General Election
10488,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,2175,119,5.0,GREENWOOD 2,2018_General Election
3042,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,2175,55,3.0,GREENWOOD 2,2018_General Election
3043,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
10489,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,2175,478,22.0,GREENWOOD 2,2018_General Election
10490,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,2175,98,5.0,GREENWOOD 2,2018_General Election
3044,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,2175,65,3.0,GREENWOOD 2,2018_General Election
3045,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
5960,32ND SENATE,MARY MAHADY,DEMOCRACT,2175,386,18.0,GREENWOOD 2,2018_General Election
7784,32ND SENATE,CRAIG WILCOX,REPUBLICAN,2175,247,11.0,GREENWOOD 2,2018_General Election
3034,32ND SENATE,Under Votes,,2175,8,0.0,GREENWOOD 2,2018_General Election
3035,32ND SENATE,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
7785,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,2175,375,17.0,GREENWOOD 2,2018_General Election
3036,63RD REPRESENTATIVE,Under Votes,,2175,75,3.0,GREENWOOD 2,2018_General Election
3037,63RD REPRESENTATIVE,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
5956,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,2175,366,17.0,GREENWOOD 2,2018_General Election
7780,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,2175,255,12.0,GREENWOOD 2,2018_General Election
9210,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,2175,15,1.0,GREENWOOD 2,2018_General Election
3026,ATTORNEY GENERAL,Under Votes,,2175,5,0.0,GREENWOOD 2,2018_General Election
3027,ATTORNEY GENERAL,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
5958,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,2175,390,18.0,GREENWOOD 2,2018_General Election
7782,COMPTROLLER,DARLENE SENGER,REPUBLICAN,2175,221,10.0,GREENWOOD 2,2018_General Election
9212,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,2175,24,1.0,GREENWOOD 2,2018_General Election
3030,COMPTROLLER,Under Votes,,2175,6,0.0,GREENWOOD 2,2018_General Election
3031,COMPTROLLER,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
5955,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,2175,364,17.0,GREENWOOD 2,2018_General Election
7779,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,2175,235,11.0,GREENWOOD 2,2018_General Election
9761,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,2175,24,1.0,GREENWOOD 2,2018_General Election
9209,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,2175,13,1.0,GREENWOOD 2,2018_General Election
3024,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,2175,4,0.0,GREENWOOD 2,2018_General Election
3025,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,2175,1,0.0,GREENWOOD 2,2018_General Election
10486,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,2175,0,0.0,GREENWOOD 2,2018_General Election
5957,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,2175,456,21.0,GREENWOOD 2,2018_General Election
7781,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,2175,165,8.0,GREENWOOD 2,2018_General Election
9211,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,2175,15,1.0,GREENWOOD 2,2018_General Election
3028,SECRETARY OF STATE,Under Votes,,2175,5,0.0,GREENWOOD 2,2018_General Election
3029,SECRETARY OF STATE,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
5959,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,2175,353,16.0,GREENWOOD 2,2018_General Election
7783,TREASURER,JIM DODGE,REPUBLICAN,2175,247,11.0,GREENWOOD 2,2018_General Election
9213,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,2175,21,1.0,GREENWOOD 2,2018_General Election
3032,TREASURER,Under Votes,,2175,20,1.0,GREENWOOD 2,2018_General Election
3033,TREASURER,Over Votes,,2175,0,0.0,GREENWOOD 2,2018_General Election
