,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
6688,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1011,317,31.0,ALGONQUIN 10,2018_General Election
257,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1011,126,12.0,ALGONQUIN 10,2018_General Election
258,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1011,1,0.0,ALGONQUIN 10,2018_General Election
9902,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1011,358,35.0,ALGONQUIN 10,2018_General Election
9903,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1011,101,10.0,ALGONQUIN 10,2018_General Election
259,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1011,98,10.0,ALGONQUIN 10,2018_General Election
260,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5117,26TH SENATE,TOM GEORGES,DEMOCRACT,1011,201,20.0,ALGONQUIN 10,2018_General Election
6684,26TH SENATE,DAN McCONCHIE,REPUBLICAN,1011,122,12.0,ALGONQUIN 10,2018_General Election
249,26TH SENATE,Under Votes,,1011,12,1.0,ALGONQUIN 10,2018_General Election
250,26TH SENATE,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
9904,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1011,370,37.0,ALGONQUIN 10,2018_General Election
261,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1011,108,11.0,ALGONQUIN 10,2018_General Election
9905,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1011,79,8.0,ALGONQUIN 10,2018_General Election
262,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5118,32ND SENATE,MARY MAHADY,DEMOCRACT,1011,134,13.0,ALGONQUIN 10,2018_General Election
6685,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1011,81,8.0,ALGONQUIN 10,2018_General Election
251,32ND SENATE,Under Votes,,1011,7,1.0,ALGONQUIN 10,2018_General Election
252,32ND SENATE,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
6686,52ND REPRESENTATIVE,DAVID McSWEENEY,REPUBLICAN,1011,173,17.0,ALGONQUIN 10,2018_General Election
253,52ND REPRESENTATIVE,Under Votes,,1011,69,7.0,ALGONQUIN 10,2018_General Election
254,52ND REPRESENTATIVE,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5119,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1011,129,13.0,ALGONQUIN 10,2018_General Election
6687,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1011,86,9.0,ALGONQUIN 10,2018_General Election
255,64TH REPRESENTATIVE,Under Votes,,1011,7,1.0,ALGONQUIN 10,2018_General Election
256,64TH REPRESENTATIVE,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5111,6TH CONGRESS,SEAN CASTEN,DEMOCRACT,1011,356,35.0,ALGONQUIN 10,2018_General Election
6678,6TH CONGRESS,PETER J. ROSKAM,REPUBLICAN,1011,193,19.0,ALGONQUIN 10,2018_General Election
237,6TH CONGRESS,Under Votes,,1011,8,1.0,ALGONQUIN 10,2018_General Election
238,6TH CONGRESS,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5113,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1011,333,33.0,ALGONQUIN 10,2018_General Election
6680,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1011,209,21.0,ALGONQUIN 10,2018_General Election
8625,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1011,9,1.0,ALGONQUIN 10,2018_General Election
241,ATTORNEY GENERAL,Under Votes,,1011,6,1.0,ALGONQUIN 10,2018_General Election
242,ATTORNEY GENERAL,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
5115,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1011,344,34.0,ALGONQUIN 10,2018_General Election
6682,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1011,180,18.0,ALGONQUIN 10,2018_General Election
8627,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1011,20,2.0,ALGONQUIN 10,2018_General Election
245,COMPTROLLER,Under Votes,,1011,13,1.0,ALGONQUIN 10,2018_General Election
246,COMPTROLLER,Over Votes,,1011,0,0.0,ALGONQUIN 10,2018_General Election
