,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5989,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1246,237,19.0,GREENWOOD 7,2018_General Election
7828,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1246,229,18.0,GREENWOOD 7,2018_General Election
3147,14TH CONGRESS,Under Votes,,1246,3,0.0,GREENWOOD 7,2018_General Election
3148,14TH CONGRESS,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
7837,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1246,325,26.0,GREENWOOD 7,2018_General Election
3165,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1246,65,5.0,GREENWOOD 7,2018_General Election
3166,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
7836,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1246,331,27.0,GREENWOOD 7,2018_General Election
3163,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1246,58,5.0,GREENWOOD 7,2018_General Election
3164,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
10512,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1246,362,29.0,GREENWOOD 7,2018_General Election
10513,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1246,71,6.0,GREENWOOD 7,2018_General Election
3167,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1246,36,3.0,GREENWOOD 7,2018_General Election
3168,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
10514,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1246,373,30.0,GREENWOOD 7,2018_General Election
10515,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1246,52,4.0,GREENWOOD 7,2018_General Election
3169,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1246,44,4.0,GREENWOOD 7,2018_General Election
3170,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
7834,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1246,244,20.0,GREENWOOD 7,2018_General Election
5995,32ND SENATE,MARY MAHADY,DEMOCRACT,1246,219,18.0,GREENWOOD 7,2018_General Election
3159,32ND SENATE,Under Votes,,1246,6,0.0,GREENWOOD 7,2018_General Election
3160,32ND SENATE,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
7835,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1246,311,25.0,GREENWOOD 7,2018_General Election
3161,63RD REPRESENTATIVE,Under Votes,,1246,64,5.0,GREENWOOD 7,2018_General Election
3162,63RD REPRESENTATIVE,Over Votes,,1246,0,0.0,GREENWOOD 7,2018_General Election
