,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7858,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1111,300,27.0,HEBRON 1,2018_General Election
6010,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1111,231,21.0,HEBRON 1,2018_General Election
3222,14TH CONGRESS,Under Votes,,1111,6,1.0,HEBRON 1,2018_General Election
3223,14TH CONGRESS,Over Votes,,1111,0,0.0,HEBRON 1,2018_General Election
7867,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1111,408,37.0,HEBRON 1,2018_General Election
3240,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1111,62,6.0,HEBRON 1,2018_General Election
3241,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1111,0,0.0,HEBRON 1,2018_General Election
7866,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1111,412,37.0,HEBRON 1,2018_General Election
3238,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1111,57,5.0,HEBRON 1,2018_General Election
3239,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1111,1,0.0,HEBRON 1,2018_General Election
10527,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1111,367,33.0,HEBRON 1,2018_General Election
10528,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1111,113,10.0,HEBRON 1,2018_General Election
3242,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1111,57,5.0,HEBRON 1,2018_General Election
3243,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1111,0,0.0,HEBRON 1,2018_General Election
10529,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1111,378,34.0,HEBRON 1,2018_General Election
10530,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1111,109,10.0,HEBRON 1,2018_General Election
3244,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1111,50,5.0,HEBRON 1,2018_General Election
3245,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1111,0,0.0,HEBRON 1,2018_General Election
7864,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1111,328,30.0,HEBRON 1,2018_General Election
