ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,955,432,45.0,ALGONQUIN 39,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,955,153,16.0,ALGONQUIN 39,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
26TH SENATE,DAN McCONCHIE,Republican,955,278,29.0,ALGONQUIN 39,2016_General Election
26TH SENATE,KELLY MAZESKI,Democrat,955,270,28.0,ALGONQUIN 39,2016_General Election
26TH SENATE,Blank Ballots,,955,37,4.0,ALGONQUIN 39,2016_General Election
26TH SENATE,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
26TH SENATE,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,DAVID McSWEENEY,Republican,955,450,47.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,Blank Ballots,,955,135,14.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,Chris Bauman WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
52ND REPRESENTATIVE,Write-in,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
6TH CONGRESS,PETER J. ROSKAM,Republican,955,296,31.0,ALGONQUIN 39,2016_General Election
6TH CONGRESS,AMANDA HOWLAND,Democrat,955,265,28.0,ALGONQUIN 39,2016_General Election
6TH CONGRESS,Blank Ballots,,955,24,3.0,ALGONQUIN 39,2016_General Election
6TH CONGRESS,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
6TH CONGRESS,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,955,275,29.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,955,228,24.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,955,40,4.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,Blank Ballots,,955,21,2.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,TIM CURTIN,Green,955,21,2.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
COMPTROLLER,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,955,427,45.0,ALGONQUIN 39,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,955,107,11.0,ALGONQUIN 39,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,955,51,5.0,ALGONQUIN 39,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP,Republican,955,291,30.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,HILLARY RODHAM CLINTON,Democrat,955,257,27.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,GARY JOHNSON,Libertarian,955,22,2.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,JILL STEIN,Green,955,9,1.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Blank Ballots,,955,6,1.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Write-in,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Laio Morris WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,David G . Stack WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Tom Hoefling WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Evan McMullin WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Jonathan Lee WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Dem J. Wysinger WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Schoenke/Mitch..WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Castle/Bradley WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
PRESIDENT AND VICE PRESIDENT,Kotlikoff/Leam..WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,TAMMY DUCKWORTH,Democrat,955,264,28.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,MARK STEVEN KIRK,Republican,955,242,25.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,KENTON McMILLEN,Libertarian,955,43,5.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,SCOTT SUMMERS,Green,955,20,2.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Blank Ballots,,955,16,2.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Under Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Over Votes,,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Write-in,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Jim Brown WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Susana Sandoval WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Chad Koppie WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Eric K J Stewert WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
UNITED STATES SENATOR,Chris M Aguayo WRI,NonPartisan,955,0,0.0,ALGONQUIN 39,2016_General Election
