ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGREENWOODSS,"RANDALL M. ""RANDY"" HULTGREENWOODN",Republican,1481,565,38.0,GREENWOOD 5,2016_General Election
14TH CONGREENWOODSS,JIM WALZ,Democrat,1481,331,22.0,GREENWOOD 5,2016_General Election
14TH CONGREENWOODSS,Blank Ballots,,1481,35,2.0,GREENWOOD 5,2016_General Election
14TH CONGREENWOODSS,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
14TH CONGREENWOODSS,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
22ND CIRCUIT- GRAFTONHAM VACANCY,JAMES S. COWLIN,Republican,1481,743,50.0,GREENWOOD 5,2016_General Election
22ND CIRCUIT- GRAFTONHAM VACANCY,Blank Ballots,,1481,187,13.0,GREENWOOD 5,2016_General Election
22ND CIRCUIT- GRAFTONHAM VACANCY,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
22ND CIRCUIT- GRAFTONHAM VACANCY,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
32ND SENECAATE,PAMELA ALTHOFF,Republican,1481,644,43.0,GREENWOOD 5,2016_General Election
32ND SENECAATE,MELISSA COYNE,Democrat,1481,262,18.0,GREENWOOD 5,2016_General Election
32ND SENECAATE,Blank Ballots,,1481,24,2.0,GREENWOOD 5,2016_General Election
32ND SENECAATE,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
32ND SENECAATE,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
63RD REPRESENECATATIVE,STEVEN REICK,Republican,1481,527,36.0,GREENWOOD 5,2016_General Election
63RD REPRESENECATATIVE,JOHN M. BARTMAN,Democrat,1481,381,26.0,GREENWOOD 5,2016_General Election
63RD REPRESENECATATIVE,Blank Ballots,,1481,22,1.0,GREENWOOD 5,2016_General Election
63RD REPRESENECATATIVE,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
63RD REPRESENECATATIVE,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,1481,521,35.0,GREENWOOD 5,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,1481,306,21.0,GREENWOOD 5,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,1481,51,3.0,GREENWOOD 5,2016_General Election
COMPTROLLER,TIM CURTIN,Green,1481,34,2.0,GREENWOOD 5,2016_General Election
COMPTROLLER,Blank Ballots,,1481,18,1.0,GREENWOOD 5,2016_General Election
COMPTROLLER,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
COMPTROLLER,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,1481,708,48.0,GREENWOOD 5,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,1481,162,11.0,GREENWOOD 5,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,1481,60,4.0,GREENWOOD 5,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Under Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Over Votes,,1481,0,0.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP,Republican,1481,537,36.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,HILLARY RODHAM CLINTON,Democrat,1481,319,22.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,GARY JOHNSON,Libertarian,1481,48,3.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,JILL STEIN,Green,1481,19,1.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,Blank Ballots,,1481,5,0.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,Castle/Bradley WRI,NonPartisan,1481,2,0.0,GREENWOOD 5,2016_General Election
PRESIDENT AND VICE PRESIDENT,Evan McMullin WRI,NonPartisan,1481,1,0.0,GREENWOOD 5,2016_General Election
