ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,926,448,48.0,CORAL 2,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,926,206,22.0,CORAL 2,2016_General Election
14TH CONGRESS,Blank Ballots,,926,32,3.0,CORAL 2,2016_General Election
14TH CONGRESS,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
14TH CONGRESS,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,926,554,60.0,CORAL 2,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,926,132,14.0,CORAL 2,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
32ND SENATE,PAMELA ALTHOFF,Republican,926,485,52.0,CORAL 2,2016_General Election
32ND SENATE,MELISSA COYNE,Democrat,926,170,18.0,CORAL 2,2016_General Election
32ND SENATE,Blank Ballots,,926,31,3.0,CORAL 2,2016_General Election
32ND SENATE,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
32ND SENATE,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
63RD REPRESENTATIVE,STEVEN REICK,Republican,926,422,46.0,CORAL 2,2016_General Election
63RD REPRESENTATIVE,JOHN M. BARTMAN,Democrat,926,235,25.0,CORAL 2,2016_General Election
63RD REPRESENTATIVE,Blank Ballots,,926,29,3.0,CORAL 2,2016_General Election
63RD REPRESENTATIVE,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
63RD REPRESENTATIVE,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,926,436,47.0,CORAL 2,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,926,193,21.0,CORAL 2,2016_General Election
COMPTROLLER,Blank Ballots,,926,22,2.0,CORAL 2,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,926,20,2.0,CORAL 2,2016_General Election
COMPTROLLER,TIM CURTIN,Green,926,15,2.0,CORAL 2,2016_General Election
COMPTROLLER,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
COMPTROLLER,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,926,513,55.0,CORAL 2,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,926,138,15.0,CORAL 2,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,926,35,4.0,CORAL 2,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP,Republican,926,425,46.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,HILLARY RODHAM CLINTON,Democrat,926,218,24.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,GARY JOHNSON,Libertarian,926,28,3.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Blank Ballots,,926,10,1.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,JILL STEIN,Green,926,4,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Evan McMullin WRI,NonPartisan,926,1,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Write-in,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Laio Morris WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,David G . Stack WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Tom Hoefling WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Jonathan Lee WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Dem J. Wysinger WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Schoenke/Mitch..WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Castle/Bradley WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
PRESIDENT AND VICE PRESIDENT,Kotlikoff/Leam..WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,MARK STEVEN KIRK,Republican,926,380,41.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,TAMMY DUCKWORTH,Democrat,926,247,27.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,KENTON McMILLEN,Libertarian,926,37,4.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,SCOTT SUMMERS,Green,926,12,1.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Blank Ballots,,926,10,1.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Under Votes,,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Over Votes,,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Write-in,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Jim Brown WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Susana Sandoval WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Chad Koppie WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Eric K J Stewert WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
UNITED STATES SENATOR,Chris M Aguayo WRI,NonPartisan,926,0,0.0,CORAL 2,2016_General Election
