,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5630,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,916,255,28.0,DORR 4,2018_General Election
7352,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,916,165,18.0,DORR 4,2018_General Election
1950,14TH CONGRESS,Under Votes,,916,6,1.0,DORR 4,2018_General Election
1951,14TH CONGRESS,Over Votes,,916,0,0.0,DORR 4,2018_General Election
7361,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,916,276,30.0,DORR 4,2018_General Election
1968,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,916,75,8.0,DORR 4,2018_General Election
1969,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,916,0,0.0,DORR 4,2018_General Election
7360,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,916,278,30.0,DORR 4,2018_General Election
1966,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,916,70,8.0,DORR 4,2018_General Election
1967,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,916,0,0.0,DORR 4,2018_General Election
10267,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,916,289,32.0,DORR 4,2018_General Election
10268,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,916,81,9.0,DORR 4,2018_General Election
1970,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,916,56,6.0,DORR 4,2018_General Election
1971,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,916,0,0.0,DORR 4,2018_General Election
10269,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,916,306,33.0,DORR 4,2018_General Election
10270,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,916,62,7.0,DORR 4,2018_General Election
1972,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,916,58,6.0,DORR 4,2018_General Election
1973,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5636,32ND SENATE,MARY MAHADY,DEMOCRACT,916,243,27.0,DORR 4,2018_General Election
7358,32ND SENATE,CRAIG WILCOX,REPUBLICAN,916,173,19.0,DORR 4,2018_General Election
1962,32ND SENATE,Under Votes,,916,10,1.0,DORR 4,2018_General Election
1963,32ND SENATE,Over Votes,,916,0,0.0,DORR 4,2018_General Election
7359,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,916,264,29.0,DORR 4,2018_General Election
1964,63RD REPRESENTATIVE,Under Votes,,916,71,8.0,DORR 4,2018_General Election
1965,63RD REPRESENTATIVE,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5632,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,916,220,24.0,DORR 4,2018_General Election
7354,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,916,185,20.0,DORR 4,2018_General Election
8990,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,916,11,1.0,DORR 4,2018_General Election
1954,ATTORNEY GENERAL,Under Votes,,916,10,1.0,DORR 4,2018_General Election
1955,ATTORNEY GENERAL,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5634,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,916,240,26.0,DORR 4,2018_General Election
7356,COMPTROLLER,DARLENE SENGER,REPUBLICAN,916,158,17.0,DORR 4,2018_General Election
1958,COMPTROLLER,Under Votes,,916,14,2.0,DORR 4,2018_General Election
8992,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,916,14,2.0,DORR 4,2018_General Election
1959,COMPTROLLER,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5631,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,916,223,24.0,DORR 4,2018_General Election
7353,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,916,171,19.0,DORR 4,2018_General Election
8989,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,916,15,2.0,DORR 4,2018_General Election
9717,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,916,10,1.0,DORR 4,2018_General Election
1952,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,916,6,1.0,DORR 4,2018_General Election
10266,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,916,1,0.0,DORR 4,2018_General Election
1953,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5633,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,916,282,31.0,DORR 4,2018_General Election
7355,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,916,132,14.0,DORR 4,2018_General Election
8991,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,916,8,1.0,DORR 4,2018_General Election
1956,SECRETARY OF STATE,Under Votes,,916,4,0.0,DORR 4,2018_General Election
1957,SECRETARY OF STATE,Over Votes,,916,0,0.0,DORR 4,2018_General Election
5635,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,916,224,24.0,DORR 4,2018_General Election
7357,TREASURER,JIM DODGE,REPUBLICAN,916,169,18.0,DORR 4,2018_General Election
1960,TREASURER,Under Votes,,916,19,2.0,DORR 4,2018_General Election
8993,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,916,14,2.0,DORR 4,2018_General Election
1961,TREASURER,Over Votes,,916,0,0.0,DORR 4,2018_General Election
