,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7312,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,950,307,32.0,CORAL 3,2018_General Election
5602,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,950,201,21.0,CORAL 3,2018_General Election
1850,14TH CONGRESS,Under Votes,,950,3,0.0,CORAL 3,2018_General Election
1851,14TH CONGRESS,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
7321,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,950,386,41.0,CORAL 3,2018_General Election
1868,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,950,57,6.0,CORAL 3,2018_General Election
1869,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
7320,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,950,388,41.0,CORAL 3,2018_General Election
1866,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,950,54,6.0,CORAL 3,2018_General Election
1867,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
10247,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,950,344,36.0,CORAL 3,2018_General Election
10248,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,950,109,11.0,CORAL 3,2018_General Election
1870,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,950,58,6.0,CORAL 3,2018_General Election
1871,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
10249,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,950,340,36.0,CORAL 3,2018_General Election
10250,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,950,106,11.0,CORAL 3,2018_General Election
1872,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,950,65,7.0,CORAL 3,2018_General Election
1873,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
7318,32ND SENATE,CRAIG WILCOX,REPUBLICAN,950,320,34.0,CORAL 3,2018_General Election
5608,32ND SENATE,MARY MAHADY,DEMOCRACT,950,184,19.0,CORAL 3,2018_General Election
1862,32ND SENATE,Under Votes,,950,7,1.0,CORAL 3,2018_General Election
1863,32ND SENATE,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
7319,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,950,394,41.0,CORAL 3,2018_General Election
1864,63RD REPRESENTATIVE,Under Votes,,950,40,4.0,CORAL 3,2018_General Election
1865,63RD REPRESENTATIVE,Over Votes,,950,0,0.0,CORAL 3,2018_General Election
7314,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,950,322,34.0,CORAL 3,2018_General Election
5604,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,950,174,18.0,CORAL 3,2018_General Election
8970,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,950,13,1.0,CORAL 3,2018_General Election
1854,ATTORNEY GENERAL,Under Votes,,950,2,0.0,CORAL 3,2018_General Election
