,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
6417,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1731,566,33.0,NUNDA 15,2018_General Election
8370,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1731,465,27.0,NUNDA 15,2018_General Election
4521,14TH CONGRESS,Under Votes,,1731,18,1.0,NUNDA 15,2018_General Election
4522,14TH CONGRESS,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
8378,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1731,700,40.0,NUNDA 15,2018_General Election
4537,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1731,168,10.0,NUNDA 15,2018_General Election
4538,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
10802,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1731,711,41.0,NUNDA 15,2018_General Election
10803,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1731,185,11.0,NUNDA 15,2018_General Election
4539,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1731,151,9.0,NUNDA 15,2018_General Election
4540,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
10804,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1731,726,42.0,NUNDA 15,2018_General Election
4541,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1731,161,9.0,NUNDA 15,2018_General Election
10805,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1731,160,9.0,NUNDA 15,2018_General Election
4542,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
8376,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1731,513,30.0,NUNDA 15,2018_General Election
6423,32ND SENATE,MARY MAHADY,DEMOCRACT,1731,508,29.0,NUNDA 15,2018_General Election
4533,32ND SENATE,Under Votes,,1731,26,2.0,NUNDA 15,2018_General Election
4534,32ND SENATE,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
8377,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1731,529,31.0,NUNDA 15,2018_General Election
6424,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1731,484,28.0,NUNDA 15,2018_General Election
4535,64TH REPRESENTATIVE,Under Votes,,1731,33,2.0,NUNDA 15,2018_General Election
4536,64TH REPRESENTATIVE,Over Votes,,1731,1,0.0,NUNDA 15,2018_General Election
8372,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1731,512,30.0,NUNDA 15,2018_General Election
6419,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1731,490,28.0,NUNDA 15,2018_General Election
9525,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1731,28,2.0,NUNDA 15,2018_General Election
4525,ATTORNEY GENERAL,Under Votes,,1731,17,1.0,NUNDA 15,2018_General Election
4526,ATTORNEY GENERAL,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
6421,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1731,513,30.0,NUNDA 15,2018_General Election
8374,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1731,472,27.0,NUNDA 15,2018_General Election
9527,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1731,38,2.0,NUNDA 15,2018_General Election
4529,COMPTROLLER,Under Votes,,1731,24,1.0,NUNDA 15,2018_General Election
4530,COMPTROLLER,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
8371,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1731,519,30.0,NUNDA 15,2018_General Election
6418,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1731,454,26.0,NUNDA 15,2018_General Election
9824,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1731,38,2.0,NUNDA 15,2018_General Election
9524,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1731,19,1.0,NUNDA 15,2018_General Election
4523,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,1731,9,1.0,NUNDA 15,2018_General Election
10801,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,1731,5,0.0,NUNDA 15,2018_General Election
4524,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,1731,3,0.0,NUNDA 15,2018_General Election
6420,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,1731,660,38.0,NUNDA 15,2018_General Election
8373,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,1731,351,20.0,NUNDA 15,2018_General Election
9526,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,1731,27,2.0,NUNDA 15,2018_General Election
4527,SECRETARY OF STATE,Under Votes,,1731,9,1.0,NUNDA 15,2018_General Election
4528,SECRETARY OF STATE,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
8375,TREASURER,JIM DODGE,REPUBLICAN,1731,500,29.0,NUNDA 15,2018_General Election
6422,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,1731,472,27.0,NUNDA 15,2018_General Election
9528,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,1731,39,2.0,NUNDA 15,2018_General Election
4531,TREASURER,Under Votes,,1731,36,2.0,NUNDA 15,2018_General Election
4532,TREASURER,Over Votes,,1731,0,0.0,NUNDA 15,2018_General Election
