,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5665,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1736,547,32.0,DORR 9,2018_General Election
7402,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1736,367,21.0,DORR 9,2018_General Election
2075,14TH CONGRESS,Under Votes,,1736,2,0.0,DORR 9,2018_General Election
2076,14TH CONGRESS,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
7411,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1736,584,34.0,DORR 9,2018_General Election
2093,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1736,171,10.0,DORR 9,2018_General Election
2094,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1736,2,0.0,DORR 9,2018_General Election
7410,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1736,588,34.0,DORR 9,2018_General Election
2091,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1736,164,9.0,DORR 9,2018_General Election
2092,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
10292,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1736,623,36.0,DORR 9,2018_General Election
10293,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1736,164,9.0,DORR 9,2018_General Election
2095,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1736,128,7.0,DORR 9,2018_General Election
2096,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1736,1,0.0,DORR 9,2018_General Election
10294,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1736,639,37.0,DORR 9,2018_General Election
10295,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1736,140,8.0,DORR 9,2018_General Election
2097,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1736,137,8.0,DORR 9,2018_General Election
2098,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
5671,32ND SENATE,MARY MAHADY,DEMOCRACT,1736,492,28.0,DORR 9,2018_General Election
7408,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1736,406,23.0,DORR 9,2018_General Election
2087,32ND SENATE,Under Votes,,1736,17,1.0,DORR 9,2018_General Election
2088,32ND SENATE,Over Votes,,1736,1,0.0,DORR 9,2018_General Election
7409,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1736,571,33.0,DORR 9,2018_General Election
2089,63RD REPRESENTATIVE,Under Votes,,1736,146,8.0,DORR 9,2018_General Election
2090,63RD REPRESENTATIVE,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
5667,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1736,464,27.0,DORR 9,2018_General Election
7404,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1736,418,24.0,DORR 9,2018_General Election
9015,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1736,20,1.0,DORR 9,2018_General Election
2079,ATTORNEY GENERAL,Under Votes,,1736,14,1.0,DORR 9,2018_General Election
2080,ATTORNEY GENERAL,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
5669,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1736,505,29.0,DORR 9,2018_General Election
7406,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1736,372,21.0,DORR 9,2018_General Election
9017,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1736,25,1.0,DORR 9,2018_General Election
2083,COMPTROLLER,Under Votes,,1736,14,1.0,DORR 9,2018_General Election
2084,COMPTROLLER,Over Votes,,1736,0,0.0,DORR 9,2018_General Election
5666,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1736,446,26.0,DORR 9,2018_General Election
