,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5553,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,891,221,25.0,CHEMUNG 1,2018_General Election
7242,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,891,175,20.0,CHEMUNG 1,2018_General Election
1675,14TH CONGRESS,Under Votes,,891,7,1.0,CHEMUNG 1,2018_General Election
1676,14TH CONGRESS,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7251,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,891,278,31.0,CHEMUNG 1,2018_General Election
1693,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,891,59,7.0,CHEMUNG 1,2018_General Election
1694,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7250,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,891,283,32.0,CHEMUNG 1,2018_General Election
1691,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,891,54,6.0,CHEMUNG 1,2018_General Election
1692,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
10212,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,891,285,32.0,CHEMUNG 1,2018_General Election
10213,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,891,77,9.0,CHEMUNG 1,2018_General Election
1695,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,891,41,5.0,CHEMUNG 1,2018_General Election
1696,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
10214,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,891,295,33.0,CHEMUNG 1,2018_General Election
10215,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,891,63,7.0,CHEMUNG 1,2018_General Election
1697,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,891,45,5.0,CHEMUNG 1,2018_General Election
1698,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7248,32ND SENATE,CRAIG WILCOX,REPUBLICAN,891,204,23.0,CHEMUNG 1,2018_General Election
5559,32ND SENATE,MARY MAHADY,DEMOCRACT,891,191,21.0,CHEMUNG 1,2018_General Election
1687,32ND SENATE,Under Votes,,891,8,1.0,CHEMUNG 1,2018_General Election
1688,32ND SENATE,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7249,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,891,271,30.0,CHEMUNG 1,2018_General Election
1689,63RD REPRESENTATIVE,Under Votes,,891,55,6.0,CHEMUNG 1,2018_General Election
1690,63RD REPRESENTATIVE,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7244,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,891,192,22.0,CHEMUNG 1,2018_General Election
5555,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,891,190,21.0,CHEMUNG 1,2018_General Election
8935,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,891,14,2.0,CHEMUNG 1,2018_General Election
1679,ATTORNEY GENERAL,Under Votes,,891,7,1.0,CHEMUNG 1,2018_General Election
1680,ATTORNEY GENERAL,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
5557,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,891,198,22.0,CHEMUNG 1,2018_General Election
7246,COMPTROLLER,DARLENE SENGER,REPUBLICAN,891,180,20.0,CHEMUNG 1,2018_General Election
8937,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,891,18,2.0,CHEMUNG 1,2018_General Election
1683,COMPTROLLER,Under Votes,,891,7,1.0,CHEMUNG 1,2018_General Election
1684,COMPTROLLER,Over Votes,,891,0,0.0,CHEMUNG 1,2018_General Election
7243,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,891,196,22.0,CHEMUNG 1,2018_General Election
5554,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,891,176,20.0,CHEMUNG 1,2018_General Election
8934,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,891,13,1.0,CHEMUNG 1,2018_General Election
