,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7302,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,974,327,34.0,CORAL 2,2018_General Election
5595,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,974,223,23.0,CORAL 2,2018_General Election
1825,14TH CONGRESS,Under Votes,,974,5,1.0,CORAL 2,2018_General Election
1826,14TH CONGRESS,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
7311,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,974,410,42.0,CORAL 2,2018_General Election
1843,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,974,77,8.0,CORAL 2,2018_General Election
1844,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
7310,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,974,417,43.0,CORAL 2,2018_General Election
1841,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,974,70,7.0,CORAL 2,2018_General Election
1842,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
10242,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,974,381,39.0,CORAL 2,2018_General Election
10243,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,974,118,12.0,CORAL 2,2018_General Election
1845,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,974,56,6.0,CORAL 2,2018_General Election
1846,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
10244,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,974,398,41.0,CORAL 2,2018_General Election
10245,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,974,96,10.0,CORAL 2,2018_General Election
1847,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,974,61,6.0,CORAL 2,2018_General Election
1848,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
7308,32ND SENATE,CRAIG WILCOX,REPUBLICAN,974,354,36.0,CORAL 2,2018_General Election
5601,32ND SENATE,MARY MAHADY,DEMOCRACT,974,194,20.0,CORAL 2,2018_General Election
1837,32ND SENATE,Under Votes,,974,7,1.0,CORAL 2,2018_General Election
1838,32ND SENATE,Over Votes,,974,0,0.0,CORAL 2,2018_General Election
7309,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,974,413,42.0,CORAL 2,2018_General Election
