ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
ATTORNEY GENERAL,LISA MADIGAN,Democrat,842,189,22.0,CHEMUNG 1,2014_General Election
ATTORNEY GENERAL,PAUL M. SCHIMPF,Republican,842,151,18.0,CHEMUNG 1,2014_General Election
ATTORNEY GENERAL,BEN KOYL,Libertarian,842,16,2.0,CHEMUNG 1,2014_General Election
ATTORNEY GENERAL,Blank Ballots,,842,8,1.0,CHEMUNG 1,2014_General Election
ATTORNEY GENERAL,Over Votes,,842,1,0.0,CHEMUNG 1,2014_General Election
ATTORNEY GENERAL,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
COMPTROLLER,JUDY BAAR TOPINKA,Republican,842,189,22.0,CHEMUNG 1,2014_General Election
COMPTROLLER,SHEILA SIMON,Democrat,842,143,17.0,CHEMUNG 1,2014_General Election
COMPTROLLER,JULIE FOX,Libertarian,842,23,3.0,CHEMUNG 1,2014_General Election
COMPTROLLER,Blank Ballots,,842,10,1.0,CHEMUNG 1,2014_General Election
COMPTROLLER,Write-in,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
COMPTROLLER,TIMOTHY GOODCASE,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
COMPTROLLER,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
COMPTROLLER,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,YES,NonPartisan,842,269,32.0,CHEMUNG 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,NO,NonPartisan,842,81,10.0,CHEMUNG 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Blank Ballots,,842,15,2.0,CHEMUNG 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
CRIME VICTIMS BILL OF RIGHTS,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D14 REPRESENTATIVE,RANDALL M. HULTGREN,Republican,842,210,25.0,CHEMUNG 1,2014_General Election
D14 REPRESENTATIVE,DENNIS ANDERSON,Democrat,842,135,16.0,CHEMUNG 1,2014_General Election
D14 REPRESENTATIVE,Blank Ballots,,842,20,2.0,CHEMUNG 1,2014_General Election
D14 REPRESENTATIVE,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D14 REPRESENTATIVE,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D2 JUD BOWMAN,MICHAEL J. BURKE,Republican,842,286,34.0,CHEMUNG 1,2014_General Election
D2 JUD BOWMAN,Blank Ballots,,842,79,9.0,CHEMUNG 1,2014_General Election
D2 JUD BOWMAN,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D2 JUD BOWMAN,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D63 REP ASSEMBLY,JACK D. FRANKS,Democrat,842,230,27.0,CHEMUNG 1,2014_General Election
D63 REP ASSEMBLY,STEVEN REICK,Republican,842,131,16.0,CHEMUNG 1,2014_General Election
D63 REP ASSEMBLY,Blank Ballots,,842,4,0.0,CHEMUNG 1,2014_General Election
D63 REP ASSEMBLY,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
D63 REP ASSEMBLY,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,BRUCE RAUNER,Republican,842,224,27.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,PAT QUINN,Democrat,842,113,13.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,CHAD GRIMM,Libertarian,842,23,3.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,Blank Ballots,,842,5,1.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,Write-in,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,MARK SMITH,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,ROBERT PEREZ JR,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,MICHAEL W. SCRUGGS,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,RYAN SWEENEY,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,SCOTT SUMMERS,NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,AARON MERREIGHN (LG),NonPartisan,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
GOVERNOR/LT GOV,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
HEALTH INSURANCE,YES,NonPartisan,842,216,26.0,CHEMUNG 1,2014_General Election
HEALTH INSURANCE,NO,NonPartisan,842,141,17.0,CHEMUNG 1,2014_General Election
HEALTH INSURANCE,Blank Ballots,,842,8,1.0,CHEMUNG 1,2014_General Election
HEALTH INSURANCE,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
HEALTH INSURANCE,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
MILLIONAIRE TAX,YES,NonPartisan,842,211,25.0,CHEMUNG 1,2014_General Election
MILLIONAIRE TAX,NO,,842,140,17.0,CHEMUNG 1,2014_General Election
MILLIONAIRE TAX,Blank Ballots,,842,14,2.0,CHEMUNG 1,2014_General Election
MILLIONAIRE TAX,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
MILLIONAIRE TAX,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
MINIMUM WAGE,YES,NonPartisan,842,226,27.0,CHEMUNG 1,2014_General Election
MINIMUM WAGE,NO,NonPartisan,842,135,16.0,CHEMUNG 1,2014_General Election
MINIMUM WAGE,Blank Ballots,,842,4,0.0,CHEMUNG 1,2014_General Election
MINIMUM WAGE,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
MINIMUM WAGE,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
RET D2 APP HUTCHINSON,YES,NonPartisan,842,275,33.0,CHEMUNG 1,2014_General Election
RET D2 APP HUTCHINSON,Blank Ballots,,842,59,7.0,CHEMUNG 1,2014_General Election
RET D2 APP HUTCHINSON,NO,NonPartisan,842,31,4.0,CHEMUNG 1,2014_General Election
RET D2 APP HUTCHINSON,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
RET D2 APP HUTCHINSON,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
RET D22 CIR CALDWELL,YES,NonPartisan,842,251,30.0,CHEMUNG 1,2014_General Election
RET D22 CIR CALDWELL,Blank Ballots,,842,69,8.0,CHEMUNG 1,2014_General Election
RET D22 CIR CALDWELL,NO,NonPartisan,842,45,5.0,CHEMUNG 1,2014_General Election
RET D22 CIR CALDWELL,Under Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
RET D22 CIR CALDWELL,Over Votes,,842,0,0.0,CHEMUNG 1,2014_General Election
RET D22 CIR PRATHER,YES,NonPartisan,842,257,31.0,CHEMUNG 1,2014_General Election
RET D22 CIR PRATHER,Blank Ballots,,842,70,8.0,CHEMUNG 1,2014_General Election
RET D22 CIR PRATHER,NO,NonPartisan,842,38,5.0,CHEMUNG 1,2014_General Election
