,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
8507,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1749,482,28.0,RICHMOND 1,2018_General Election
6534,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1749,418,24.0,RICHMOND 1,2018_General Election
4870,14TH CONGRESS,Under Votes,,1749,10,1.0,RICHMOND 1,2018_General Election
4871,14TH CONGRESS,Over Votes,,1749,1,0.0,RICHMOND 1,2018_General Election
8516,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1749,657,38.0,RICHMOND 1,2018_General Election
4888,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1749,125,7.0,RICHMOND 1,2018_General Election
4889,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
10877,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1749,612,35.0,RICHMOND 1,2018_General Election
10878,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1749,180,10.0,RICHMOND 1,2018_General Election
4890,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1749,118,7.0,RICHMOND 1,2018_General Election
4891,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
10879,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1749,630,36.0,RICHMOND 1,2018_General Election
10880,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1749,156,9.0,RICHMOND 1,2018_General Election
4892,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1749,124,7.0,RICHMOND 1,2018_General Election
4893,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8513,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1749,531,30.0,RICHMOND 1,2018_General Election
6540,32ND SENATE,MARY MAHADY,DEMOCRACT,1749,365,21.0,RICHMOND 1,2018_General Election
4882,32ND SENATE,Under Votes,,1749,14,1.0,RICHMOND 1,2018_General Election
4883,32ND SENATE,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8514,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1749,422,24.0,RICHMOND 1,2018_General Election
4884,63RD REPRESENTATIVE,Under Votes,,1749,91,5.0,RICHMOND 1,2018_General Election
4885,63RD REPRESENTATIVE,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8515,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1749,194,11.0,RICHMOND 1,2018_General Election
6541,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1749,94,5.0,RICHMOND 1,2018_General Election
4886,64TH REPRESENTATIVE,Under Votes,,1749,4,0.0,RICHMOND 1,2018_General Election
4887,64TH REPRESENTATIVE,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8509,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1749,527,30.0,RICHMOND 1,2018_General Election
6536,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1749,347,20.0,RICHMOND 1,2018_General Election
9600,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1749,30,2.0,RICHMOND 1,2018_General Election
4874,ATTORNEY GENERAL,Under Votes,,1749,6,0.0,RICHMOND 1,2018_General Election
4875,ATTORNEY GENERAL,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8511,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1749,491,28.0,RICHMOND 1,2018_General Election
6538,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1749,376,21.0,RICHMOND 1,2018_General Election
9602,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1749,32,2.0,RICHMOND 1,2018_General Election
4878,COMPTROLLER,Under Votes,,1749,11,1.0,RICHMOND 1,2018_General Election
4879,COMPTROLLER,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8508,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1749,526,30.0,RICHMOND 1,2018_General Election
6535,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1749,319,18.0,RICHMOND 1,2018_General Election
9839,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1749,33,2.0,RICHMOND 1,2018_General Election
9599,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1749,27,2.0,RICHMOND 1,2018_General Election
4872,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,1749,3,0.0,RICHMOND 1,2018_General Election
10876,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,1749,2,0.0,RICHMOND 1,2018_General Election
4873,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
6537,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,1749,505,29.0,RICHMOND 1,2018_General Election
8510,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,1749,374,21.0,RICHMOND 1,2018_General Election
9601,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,1749,22,1.0,RICHMOND 1,2018_General Election
4876,SECRETARY OF STATE,Under Votes,,1749,9,1.0,RICHMOND 1,2018_General Election
4877,SECRETARY OF STATE,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
8512,TREASURER,JIM DODGE,REPUBLICAN,1749,519,30.0,RICHMOND 1,2018_General Election
6539,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,1749,337,19.0,RICHMOND 1,2018_General Election
9603,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,1749,37,2.0,RICHMOND 1,2018_General Election
4880,TREASURER,Under Votes,,1749,17,1.0,RICHMOND 1,2018_General Election
4881,TREASURER,Over Votes,,1749,0,0.0,RICHMOND 1,2018_General Election
