ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGREENWOODSS,"RANDALL M. ""RANDY"" HULTGREENWOODN",Republican,1284,517,40.0,SENECA 1,2016_General Election
14TH CONGREENWOODSS,JIM WALZ,Democrat,1284,294,23.0,SENECA 1,2016_General Election
14TH CONGREENWOODSS,Blank Ballots,,1284,32,2.0,SENECA 1,2016_General Election
14TH CONGREENWOODSS,Under Votes,,1284,0,0.0,SENECA 1,2016_General Election
14TH CONGREENWOODSS,Over Votes,,1284,0,0.0,SENECA 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,1284,651,51.0,SENECA 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,1284,191,15.0,SENECA 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,1284,0,0.0,SENECA 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,1284,0,0.0,SENECA 1,2016_General Election
32ND SENECAATE,PAMELA ALTHOFF,Republican,1284,589,46.0,SENECA 1,2016_General Election
32ND SENECAATE,MELISSA COYNE,Democrat,1284,232,18.0,SENECA 1,2016_General Election
32ND SENECAATE,Blank Ballots,,1284,21,2.0,SENECA 1,2016_General Election
32ND SENECAATE,Under Votes,,1284,0,0.0,SENECA 1,2016_General Election
32ND SENECAATE,Over Votes,,1284,0,0.0,SENECA 1,2016_General Election
63RD REPRESENECATATIVE,STEVEN REICK,Republican,1284,495,39.0,SENECA 1,2016_General Election
63RD REPRESENECATATIVE,JOHN M. BARTMAN,Democrat,1284,318,25.0,SENECA 1,2016_General Election
63RD REPRESENECATATIVE,Blank Ballots,,1284,29,2.0,SENECA 1,2016_General Election
63RD REPRESENECATATIVE,Under Votes,,1284,0,0.0,SENECA 1,2016_General Election
63RD REPRESENECATATIVE,Over Votes,,1284,0,0.0,SENECA 1,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,1284,509,40.0,SENECA 1,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,1284,273,21.0,SENECA 1,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,1284,25,2.0,SENECA 1,2016_General Election
COMPTROLLER,TIM CURTIN,Green,1284,18,1.0,SENECA 1,2016_General Election
COMPTROLLER,Blank Ballots,,1284,17,1.0,SENECA 1,2016_General Election
COMPTROLLER,Under Votes,,1284,0,0.0,SENECA 1,2016_General Election
COMPTROLLER,Over Votes,,1284,0,0.0,SENECA 1,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,1284,607,47.0,SENECA 1,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,1284,194,15.0,SENECA 1,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,1284,41,3.0,SENECA 1,2016_General Election
