,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5816,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,960,310,32.0,GRAFTON 14,2018_General Election
7597,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,960,234,24.0,GRAFTON 14,2018_General Election
2565,14TH CONGRESS,Under Votes,,960,3,0.0,GRAFTON 14,2018_General Election
2566,14TH CONGRESS,Over Votes,,960,0,0.0,GRAFTON 14,2018_General Election
7605,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,960,364,38.0,GRAFTON 14,2018_General Election
2581,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,960,55,6.0,GRAFTON 14,2018_General Election
2582,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,960,1,0.0,GRAFTON 14,2018_General Election
10392,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,960,396,41.0,GRAFTON 14,2018_General Election
10393,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,960,93,10.0,GRAFTON 14,2018_General Election
2583,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,960,58,6.0,GRAFTON 14,2018_General Election
2584,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,960,0,0.0,GRAFTON 14,2018_General Election
10394,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,960,404,42.0,GRAFTON 14,2018_General Election
10395,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,960,85,9.0,GRAFTON 14,2018_General Election
2585,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,960,58,6.0,GRAFTON 14,2018_General Election
2586,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,960,0,0.0,GRAFTON 14,2018_General Election
5822,33RD SENATE,NANCY ZETTLER,DEMOCRACT,960,280,29.0,GRAFTON 14,2018_General Election
7603,33RD SENATE,DONALD P. DeWITTE,REPUBLICAN,960,258,27.0,GRAFTON 14,2018_General Election
2577,33RD SENATE,Under Votes,,960,8,1.0,GRAFTON 14,2018_General Election
2578,33RD SENATE,Over Votes,,960,1,0.0,GRAFTON 14,2018_General Election
7604,66TH REPRESENTATIVE,ALLEN SKILLICORN,REPUBLICAN,960,361,38.0,GRAFTON 14,2018_General Election
2579,66TH REPRESENTATIVE,Under Votes,,960,49,5.0,GRAFTON 14,2018_General Election
2580,66TH REPRESENTATIVE,Over Votes,,960,1,0.0,GRAFTON 14,2018_General Election
5818,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,960,271,28.0,GRAFTON 14,2018_General Election
7599,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,960,263,27.0,GRAFTON 14,2018_General Election
9115,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,960,10,1.0,GRAFTON 14,2018_General Election
2569,ATTORNEY GENERAL,Under Votes,,960,3,0.0,GRAFTON 14,2018_General Election
2570,ATTORNEY GENERAL,Over Votes,,960,0,0.0,GRAFTON 14,2018_General Election
5820,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,960,299,31.0,GRAFTON 14,2018_General Election
7601,COMPTROLLER,DARLENE SENGER,REPUBLICAN,960,237,25.0,GRAFTON 14,2018_General Election
9117,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,960,7,1.0,GRAFTON 14,2018_General Election
2573,COMPTROLLER,Under Votes,,960,4,0.0,GRAFTON 14,2018_General Election
2574,COMPTROLLER,Over Votes,,960,0,0.0,GRAFTON 14,2018_General Election
