,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
6571,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1364,381,28.0,SENECA 1,2018_General Election
8554,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1364,377,28.0,SENECA 1,2018_General Election
4989,14TH CONGRESS,Under Votes,,1364,8,1.0,SENECA 1,2018_General Election
4990,14TH CONGRESS,Over Votes,,1364,1,0.0,SENECA 1,2018_General Election
8563,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1364,536,39.0,SENECA 1,2018_General Election
5007,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1364,119,9.0,SENECA 1,2018_General Election
5008,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8562,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1364,544,40.0,SENECA 1,2018_General Election
5005,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1364,115,8.0,SENECA 1,2018_General Election
5006,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
10902,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1364,517,38.0,SENECA 1,2018_General Election
10903,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1364,153,11.0,SENECA 1,2018_General Election
5009,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1364,97,7.0,SENECA 1,2018_General Election
5010,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
10904,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1364,533,39.0,SENECA 1,2018_General Election
10905,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1364,138,10.0,SENECA 1,2018_General Election
5011,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1364,96,7.0,SENECA 1,2018_General Election
5012,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8560,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1364,421,31.0,SENECA 1,2018_General Election
6577,32ND SENATE,MARY MAHADY,DEMOCRACT,1364,330,24.0,SENECA 1,2018_General Election
5001,32ND SENATE,Under Votes,,1364,16,1.0,SENECA 1,2018_General Election
5002,32ND SENATE,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8561,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1364,530,39.0,SENECA 1,2018_General Election
5003,63RD REPRESENTATIVE,Under Votes,,1364,99,7.0,SENECA 1,2018_General Election
5004,63RD REPRESENTATIVE,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8556,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1364,414,30.0,SENECA 1,2018_General Election
6573,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1364,323,24.0,SENECA 1,2018_General Election
4993,ATTORNEY GENERAL,Under Votes,,1364,15,1.0,SENECA 1,2018_General Election
9625,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1364,15,1.0,SENECA 1,2018_General Election
4994,ATTORNEY GENERAL,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8558,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1364,377,28.0,SENECA 1,2018_General Election
6575,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1364,355,26.0,SENECA 1,2018_General Election
9627,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1364,22,2.0,SENECA 1,2018_General Election
4997,COMPTROLLER,Under Votes,,1364,13,1.0,SENECA 1,2018_General Election
4998,COMPTROLLER,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8555,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1364,419,31.0,SENECA 1,2018_General Election
6572,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1364,293,21.0,SENECA 1,2018_General Election
9844,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1364,23,2.0,SENECA 1,2018_General Election
9624,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1364,22,2.0,SENECA 1,2018_General Election
4991,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,1364,5,0.0,SENECA 1,2018_General Election
10901,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,1364,3,0.0,SENECA 1,2018_General Election
4992,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,1364,2,0.0,SENECA 1,2018_General Election
6574,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,1364,438,32.0,SENECA 1,2018_General Election
8557,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,1364,302,22.0,SENECA 1,2018_General Election
9626,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,1364,20,1.0,SENECA 1,2018_General Election
4995,SECRETARY OF STATE,Under Votes,,1364,7,1.0,SENECA 1,2018_General Election
4996,SECRETARY OF STATE,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
8559,TREASURER,JIM DODGE,REPUBLICAN,1364,407,30.0,SENECA 1,2018_General Election
6576,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,1364,322,24.0,SENECA 1,2018_General Election
9628,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,1364,27,2.0,SENECA 1,2018_General Election
4999,TREASURER,Under Votes,,1364,11,1.0,SENECA 1,2018_General Election
5000,TREASURER,Over Votes,,1364,0,0.0,SENECA 1,2018_General Election
