,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
8535,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1500,466,31.0,RICHMOND 4,2018_General Election
6556,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1500,288,19.0,RICHMOND 4,2018_General Election
4941,14TH CONGRESS,Under Votes,,1500,3,0.0,RICHMOND 4,2018_General Election
4942,14TH CONGRESS,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
8543,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1500,593,40.0,RICHMOND 4,2018_General Election
4957,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1500,94,6.0,RICHMOND 4,2018_General Election
4958,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
10892,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1500,518,35.0,RICHMOND 4,2018_General Election
10893,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1500,139,9.0,RICHMOND 4,2018_General Election
4959,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1500,99,7.0,RICHMOND 4,2018_General Election
4960,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
10894,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1500,540,36.0,RICHMOND 4,2018_General Election
10895,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1500,117,8.0,RICHMOND 4,2018_General Election
4961,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1500,99,7.0,RICHMOND 4,2018_General Election
4962,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
8541,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1500,517,34.0,RICHMOND 4,2018_General Election
6562,32ND SENATE,MARY MAHADY,DEMOCRACT,1500,228,15.0,RICHMOND 4,2018_General Election
4953,32ND SENATE,Under Votes,,1500,9,1.0,RICHMOND 4,2018_General Election
4954,32ND SENATE,Over Votes,,1500,2,0.0,RICHMOND 4,2018_General Election
8542,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1500,507,34.0,RICHMOND 4,2018_General Election
6563,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1500,233,16.0,RICHMOND 4,2018_General Election
4955,64TH REPRESENTATIVE,Under Votes,,1500,16,1.0,RICHMOND 4,2018_General Election
4956,64TH REPRESENTATIVE,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
8537,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1500,504,34.0,RICHMOND 4,2018_General Election
6558,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1500,228,15.0,RICHMOND 4,2018_General Election
9615,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1500,18,1.0,RICHMOND 4,2018_General Election
4945,ATTORNEY GENERAL,Under Votes,,1500,6,0.0,RICHMOND 4,2018_General Election
4946,ATTORNEY GENERAL,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
8539,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1500,453,30.0,RICHMOND 4,2018_General Election
6560,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1500,265,18.0,RICHMOND 4,2018_General Election
9617,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1500,28,2.0,RICHMOND 4,2018_General Election
4949,COMPTROLLER,Under Votes,,1500,9,1.0,RICHMOND 4,2018_General Election
4950,COMPTROLLER,Over Votes,,1500,1,0.0,RICHMOND 4,2018_General Election
8536,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1500,507,34.0,RICHMOND 4,2018_General Election
6557,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1500,198,13.0,RICHMOND 4,2018_General Election
9614,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1500,22,1.0,RICHMOND 4,2018_General Election
9842,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1500,20,1.0,RICHMOND 4,2018_General Election
4943,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,1500,6,0.0,RICHMOND 4,2018_General Election
10891,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,1500,2,0.0,RICHMOND 4,2018_General Election
4944,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,1500,1,0.0,RICHMOND 4,2018_General Election
8538,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,1500,367,24.0,RICHMOND 4,2018_General Election
6559,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,1500,365,24.0,RICHMOND 4,2018_General Election
9616,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,1500,16,1.0,RICHMOND 4,2018_General Election
4947,SECRETARY OF STATE,Under Votes,,1500,8,1.0,RICHMOND 4,2018_General Election
4948,SECRETARY OF STATE,Over Votes,,1500,0,0.0,RICHMOND 4,2018_General Election
8540,TREASURER,JIM DODGE,REPUBLICAN,1500,481,32.0,RICHMOND 4,2018_General Election
6561,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,1500,227,15.0,RICHMOND 4,2018_General Election
9618,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,1500,32,2.0,RICHMOND 4,2018_General Election
4951,TREASURER,Under Votes,,1500,16,1.0,RICHMOND 4,2018_General Election
