,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7224,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1355,409,30.0,BURTON 2,2018_General Election
5537,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1355,294,22.0,BURTON 2,2018_General Election
1629,14TH CONGRESS,Under Votes,,1355,11,1.0,BURTON 2,2018_General Election
1630,14TH CONGRESS,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
7232,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1355,505,37.0,BURTON 2,2018_General Election
1645,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1355,127,9.0,BURTON 2,2018_General Election
1646,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1355,1,0.0,BURTON 2,2018_General Election
10202,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1355,463,34.0,BURTON 2,2018_General Election
10203,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1355,144,11.0,BURTON 2,2018_General Election
1647,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1355,107,8.0,BURTON 2,2018_General Election
1648,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
10204,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1355,476,35.0,BURTON 2,2018_General Election
10205,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1355,127,9.0,BURTON 2,2018_General Election
1649,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1355,111,8.0,BURTON 2,2018_General Election
1650,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
7230,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1355,453,33.0,BURTON 2,2018_General Election
5543,32ND SENATE,MARY MAHADY,DEMOCRACT,1355,249,18.0,BURTON 2,2018_General Election
1641,32ND SENATE,Under Votes,,1355,12,1.0,BURTON 2,2018_General Election
1642,32ND SENATE,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
7231,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1355,448,33.0,BURTON 2,2018_General Election
5544,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1355,250,18.0,BURTON 2,2018_General Election
1643,64TH REPRESENTATIVE,Under Votes,,1355,15,1.0,BURTON 2,2018_General Election
1644,64TH REPRESENTATIVE,Over Votes,,1355,1,0.0,BURTON 2,2018_General Election
7226,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1355,430,32.0,BURTON 2,2018_General Election
5539,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1355,253,19.0,BURTON 2,2018_General Election
8925,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1355,22,2.0,BURTON 2,2018_General Election
1633,ATTORNEY GENERAL,Under Votes,,1355,9,1.0,BURTON 2,2018_General Election
1634,ATTORNEY GENERAL,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
7228,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1355,411,30.0,BURTON 2,2018_General Election
5541,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1355,277,20.0,BURTON 2,2018_General Election
8927,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1355,16,1.0,BURTON 2,2018_General Election
1637,COMPTROLLER,Under Votes,,1355,10,1.0,BURTON 2,2018_General Election
1638,COMPTROLLER,Over Votes,,1355,0,0.0,BURTON 2,2018_General Election
7225,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1355,449,33.0,BURTON 2,2018_General Election
5538,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1355,222,16.0,BURTON 2,2018_General Election
9704,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1355,20,1.0,BURTON 2,2018_General Election
