,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5644,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,748,264,35.0,DORR 6,2018_General Election
7372,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,748,130,17.0,DORR 6,2018_General Election
2000,14TH CONGRESS,Under Votes,,748,4,1.0,DORR 6,2018_General Election
2001,14TH CONGRESS,Over Votes,,748,0,0.0,DORR 6,2018_General Election
7381,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,748,223,30.0,DORR 6,2018_General Election
2018,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,748,88,12.0,DORR 6,2018_General Election
2019,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,748,0,0.0,DORR 6,2018_General Election
7380,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,748,224,30.0,DORR 6,2018_General Election
2016,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,748,85,11.0,DORR 6,2018_General Election
2017,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,748,0,0.0,DORR 6,2018_General Election
10277,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,748,259,35.0,DORR 6,2018_General Election
10278,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,748,82,11.0,DORR 6,2018_General Election
2020,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,748,57,8.0,DORR 6,2018_General Election
2021,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,748,0,0.0,DORR 6,2018_General Election
10279,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,748,271,36.0,DORR 6,2018_General Election
10280,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,748,72,10.0,DORR 6,2018_General Election
2022,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,748,55,7.0,DORR 6,2018_General Election
2023,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,748,0,0.0,DORR 6,2018_General Election
5650,32ND SENATE,MARY MAHADY,DEMOCRACT,748,235,31.0,DORR 6,2018_General Election
7378,32ND SENATE,CRAIG WILCOX,REPUBLICAN,748,152,20.0,DORR 6,2018_General Election
2012,32ND SENATE,Under Votes,,748,11,1.0,DORR 6,2018_General Election
2013,32ND SENATE,Over Votes,,748,0,0.0,DORR 6,2018_General Election
7379,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,748,217,29.0,DORR 6,2018_General Election
2014,63RD REPRESENTATIVE,Under Votes,,748,82,11.0,DORR 6,2018_General Election
2015,63RD REPRESENTATIVE,Over Votes,,748,0,0.0,DORR 6,2018_General Election
5646,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,748,228,30.0,DORR 6,2018_General Election
7374,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,748,152,20.0,DORR 6,2018_General Election
9000,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,748,13,2.0,DORR 6,2018_General Election
2004,ATTORNEY GENERAL,Under Votes,,748,5,1.0,DORR 6,2018_General Election
2005,ATTORNEY GENERAL,Over Votes,,748,0,0.0,DORR 6,2018_General Election
5648,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,748,242,32.0,DORR 6,2018_General Election
7376,COMPTROLLER,DARLENE SENGER,REPUBLICAN,748,130,17.0,DORR 6,2018_General Election
9002,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,748,17,2.0,DORR 6,2018_General Election
2008,COMPTROLLER,Under Votes,,748,9,1.0,DORR 6,2018_General Election
2009,COMPTROLLER,Over Votes,,748,0,0.0,DORR 6,2018_General Election
5645,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,748,220,29.0,DORR 6,2018_General Election
7373,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,748,154,21.0,DORR 6,2018_General Election
