,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7215,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1127,292,26.0,BURTON 1,2018_General Election
5529,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1127,222,20.0,BURTON 1,2018_General Election
1606,14TH CONGRESS,Under Votes,,1127,7,1.0,BURTON 1,2018_General Election
1607,14TH CONGRESS,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
7223,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1127,395,35.0,BURTON 1,2018_General Election
1622,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1127,60,5.0,BURTON 1,2018_General Election
1623,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
10197,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1127,336,30.0,BURTON 1,2018_General Election
10198,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1127,122,11.0,BURTON 1,2018_General Election
1624,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1127,63,6.0,BURTON 1,2018_General Election
1625,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
10199,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1127,343,30.0,BURTON 1,2018_General Election
10200,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1127,114,10.0,BURTON 1,2018_General Election
1626,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1127,64,6.0,BURTON 1,2018_General Election
1627,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
7221,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1127,327,29.0,BURTON 1,2018_General Election
5535,32ND SENATE,MARY MAHADY,DEMOCRACT,1127,188,17.0,BURTON 1,2018_General Election
1618,32ND SENATE,Under Votes,,1127,6,1.0,BURTON 1,2018_General Election
1619,32ND SENATE,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
7222,64TH REPRESENTATIVE,TOM WEBER,REPUBLICAN,1127,328,29.0,BURTON 1,2018_General Election
5536,64TH REPRESENTATIVE,TRISHA ZUBERT,DEMOCRACT,1127,187,17.0,BURTON 1,2018_General Election
1620,64TH REPRESENTATIVE,Under Votes,,1127,6,1.0,BURTON 1,2018_General Election
1621,64TH REPRESENTATIVE,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
7217,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1127,328,29.0,BURTON 1,2018_General Election
5531,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1127,179,16.0,BURTON 1,2018_General Election
8920,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1127,10,1.0,BURTON 1,2018_General Election
1610,ATTORNEY GENERAL,Under Votes,,1127,4,0.0,BURTON 1,2018_General Election
1611,ATTORNEY GENERAL,Over Votes,,1127,0,0.0,BURTON 1,2018_General Election
7219,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1127,301,27.0,BURTON 1,2018_General Election
5533,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1127,204,18.0,BURTON 1,2018_General Election
8922,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1127,11,1.0,BURTON 1,2018_General Election
1614,COMPTROLLER,Under Votes,,1127,4,0.0,BURTON 1,2018_General Election
1615,COMPTROLLER,Over Votes,,1127,1,0.0,BURTON 1,2018_General Election
7216,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1127,324,29.0,BURTON 1,2018_General Election
5530,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1127,167,15.0,BURTON 1,2018_General Election
9703,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1127,18,2.0,BURTON 1,2018_General Election
8919,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1127,8,1.0,BURTON 1,2018_General Election
