,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7023,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1327,484,36.0,ALGONQUIN 47,2018_General Election
1112,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1327,112,8.0,ALGONQUIN 47,2018_General Election
1113,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
10087,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1327,509,38.0,ALGONQUIN 47,2018_General Election
10088,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1327,174,13.0,ALGONQUIN 47,2018_General Election
1114,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1327,90,7.0,ALGONQUIN 47,2018_General Election
1115,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
5380,26TH SENATE,TOM GEORGES,DEMOCRACT,1327,377,28.0,ALGONQUIN 47,2018_General Election
7021,26TH SENATE,DAN McCONCHIE,REPUBLICAN,1327,375,28.0,ALGONQUIN 47,2018_General Election
1108,26TH SENATE,Under Votes,,1327,21,2.0,ALGONQUIN 47,2018_General Election
1109,26TH SENATE,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
10089,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1327,522,39.0,ALGONQUIN 47,2018_General Election
10090,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1327,156,12.0,ALGONQUIN 47,2018_General Election
1116,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1327,95,7.0,ALGONQUIN 47,2018_General Election
1117,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
7022,52ND REPRESENTATIVE,DAVID McSWEENEY,REPUBLICAN,1327,501,38.0,ALGONQUIN 47,2018_General Election
1110,52ND REPRESENTATIVE,Under Votes,,1327,95,7.0,ALGONQUIN 47,2018_General Election
1111,52ND REPRESENTATIVE,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
5374,6TH CONGRESS,SEAN CASTEN,DEMOCRACT,1327,416,31.0,ALGONQUIN 47,2018_General Election
7015,6TH CONGRESS,PETER J. ROSKAM,REPUBLICAN,1327,350,26.0,ALGONQUIN 47,2018_General Election
1096,6TH CONGRESS,Under Votes,,1327,7,1.0,ALGONQUIN 47,2018_General Election
1097,6TH CONGRESS,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
7017,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1327,382,29.0,ALGONQUIN 47,2018_General Election
5376,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1327,370,28.0,ALGONQUIN 47,2018_General Election
8810,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1327,16,1.0,ALGONQUIN 47,2018_General Election
1100,ATTORNEY GENERAL,Under Votes,,1327,5,0.0,ALGONQUIN 47,2018_General Election
1101,ATTORNEY GENERAL,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
5378,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1327,404,30.0,ALGONQUIN 47,2018_General Election
7019,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1327,334,25.0,ALGONQUIN 47,2018_General Election
8812,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1327,24,2.0,ALGONQUIN 47,2018_General Election
1104,COMPTROLLER,Under Votes,,1327,11,1.0,ALGONQUIN 47,2018_General Election
1105,COMPTROLLER,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
7016,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1327,376,28.0,ALGONQUIN 47,2018_General Election
5375,GOVERNOR AND LIEUTENANT GOVERNOR,JB PRITZKER,DEMOCRACT,1327,350,26.0,ALGONQUIN 47,2018_General Election
8809,GOVERNOR AND LIEUTENANT GOVERNOR,GRAYSON KASH JACKSON,LIBERTARIAN,1327,19,1.0,ALGONQUIN 47,2018_General Election
9681,GOVERNOR AND LIEUTENANT GOVERNOR,"WILLIAM ""SAM"" McCANN",CONSERVATIVE,1327,15,1.0,ALGONQUIN 47,2018_General Election
10086,GOVERNOR AND LIEUTENANT GOVERNOR,Write-in,NONPARTISAN,1327,7,1.0,ALGONQUIN 47,2018_General Election
1098,GOVERNOR AND LIEUTENANT GOVERNOR,Under Votes,,1327,4,0.0,ALGONQUIN 47,2018_General Election
1099,GOVERNOR AND LIEUTENANT GOVERNOR,Over Votes,,1327,2,0.0,ALGONQUIN 47,2018_General Election
5377,SECRETARY OF STATE,JESSE WHITE,DEMOCRACT,1327,502,38.0,ALGONQUIN 47,2018_General Election
7018,SECRETARY OF STATE,JASON HELLAND,REPUBLICAN,1327,250,19.0,ALGONQUIN 47,2018_General Election
8811,SECRETARY OF STATE,STEVE DUTNER,LIBERTARIAN,1327,17,1.0,ALGONQUIN 47,2018_General Election
1102,SECRETARY OF STATE,Under Votes,,1327,4,0.0,ALGONQUIN 47,2018_General Election
1103,SECRETARY OF STATE,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
5379,TREASURER,MICHAEL W. FRERICHS,DEMOCRACT,1327,376,28.0,ALGONQUIN 47,2018_General Election
7020,TREASURER,JIM DODGE,REPUBLICAN,1327,355,27.0,ALGONQUIN 47,2018_General Election
8813,TREASURER,MICHAEL LEHENEY,LIBERTARIAN,1327,23,2.0,ALGONQUIN 47,2018_General Election
1106,TREASURER,Under Votes,,1327,19,1.0,ALGONQUIN 47,2018_General Election
1107,TREASURER,Over Votes,,1327,0,0.0,ALGONQUIN 47,2018_General Election
