,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
5961,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1435,338,24.0,GREENWOOD 3,2018_General Election
7788,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1435,291,20.0,GREENWOOD 3,2018_General Election
3047,14TH CONGRESS,Under Votes,,1435,7,0.0,GREENWOOD 3,2018_General Election
3048,14TH CONGRESS,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7797,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1435,444,31.0,GREENWOOD 3,2018_General Election
3065,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1435,76,5.0,GREENWOOD 3,2018_General Election
3066,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7796,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1435,443,31.0,GREENWOOD 3,2018_General Election
3063,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1435,74,5.0,GREENWOOD 3,2018_General Election
3064,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
10492,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1435,455,32.0,GREENWOOD 3,2018_General Election
10493,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1435,136,9.0,GREENWOOD 3,2018_General Election
3067,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1435,44,3.0,GREENWOOD 3,2018_General Election
3068,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
10494,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1435,459,32.0,GREENWOOD 3,2018_General Election
10495,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1435,126,9.0,GREENWOOD 3,2018_General Election
3069,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1435,50,3.0,GREENWOOD 3,2018_General Election
3070,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7794,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1435,313,22.0,GREENWOOD 3,2018_General Election
5967,32ND SENATE,MARY MAHADY,DEMOCRACT,1435,306,21.0,GREENWOOD 3,2018_General Election
3059,32ND SENATE,Under Votes,,1435,16,1.0,GREENWOOD 3,2018_General Election
3060,32ND SENATE,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7795,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1435,428,30.0,GREENWOOD 3,2018_General Election
3061,63RD REPRESENTATIVE,Under Votes,,1435,74,5.0,GREENWOOD 3,2018_General Election
3062,63RD REPRESENTATIVE,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7790,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1435,323,23.0,GREENWOOD 3,2018_General Election
5963,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1435,284,20.0,GREENWOOD 3,2018_General Election
9215,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,1435,24,2.0,GREENWOOD 3,2018_General Election
3051,ATTORNEY GENERAL,Under Votes,,1435,4,0.0,GREENWOOD 3,2018_General Election
3052,ATTORNEY GENERAL,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
5965,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,1435,309,22.0,GREENWOOD 3,2018_General Election
7792,COMPTROLLER,DARLENE SENGER,REPUBLICAN,1435,298,21.0,GREENWOOD 3,2018_General Election
9217,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,1435,21,1.0,GREENWOOD 3,2018_General Election
3055,COMPTROLLER,Under Votes,,1435,7,0.0,GREENWOOD 3,2018_General Election
3056,COMPTROLLER,Over Votes,,1435,0,0.0,GREENWOOD 3,2018_General Election
7789,GOVERNOR AND LIEUTENANT GOVERNOR,BRUCE RAUNER,REPUBLICAN,1435,328,23.0,GREENWOOD 3,2018_General Election
