,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
8526,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,745,157,21.0,RICHMOND 3,2018_General Election
6549,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,745,152,20.0,RICHMOND 3,2018_General Election
4918,14TH CONGRESS,Under Votes,,745,3,0.0,RICHMOND 3,2018_General Election
4919,14TH CONGRESS,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
8534,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,745,220,30.0,RICHMOND 3,2018_General Election
4934,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,745,55,7.0,RICHMOND 3,2018_General Election
4935,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
10887,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,745,198,27.0,RICHMOND 3,2018_General Election
10888,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,745,68,9.0,RICHMOND 3,2018_General Election
4936,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,745,46,6.0,RICHMOND 3,2018_General Election
4937,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
10889,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,745,202,27.0,RICHMOND 3,2018_General Election
10890,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,745,58,8.0,RICHMOND 3,2018_General Election
4938,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,745,52,7.0,RICHMOND 3,2018_General Election
4939,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
8532,32ND SENATE,CRAIG WILCOX,REPUBLICAN,745,171,23.0,RICHMOND 3,2018_General Election
6555,32ND SENATE,MARY MAHADY,DEMOCRACT,745,137,18.0,RICHMOND 3,2018_General Election
4930,32ND SENATE,Under Votes,,745,4,1.0,RICHMOND 3,2018_General Election
4931,32ND SENATE,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
8533,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,745,220,30.0,RICHMOND 3,2018_General Election
4932,63RD REPRESENTATIVE,Under Votes,,745,44,6.0,RICHMOND 3,2018_General Election
4933,63RD REPRESENTATIVE,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
8528,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,745,161,22.0,RICHMOND 3,2018_General Election
6551,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,745,132,18.0,RICHMOND 3,2018_General Election
9610,ATTORNEY GENERAL,BUBBA HARSY,LIBERTARIAN,745,11,1.0,RICHMOND 3,2018_General Election
4922,ATTORNEY GENERAL,Under Votes,,745,8,1.0,RICHMOND 3,2018_General Election
4923,ATTORNEY GENERAL,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
8530,COMPTROLLER,DARLENE SENGER,REPUBLICAN,745,157,21.0,RICHMOND 3,2018_General Election
6553,COMPTROLLER,SUSANA A. MENDOZA,DEMOCRACT,745,137,18.0,RICHMOND 3,2018_General Election
9612,COMPTROLLER,CLAIRE BALL,LIBERTARIAN,745,11,1.0,RICHMOND 3,2018_General Election
4926,COMPTROLLER,Under Votes,,745,7,1.0,RICHMOND 3,2018_General Election
4927,COMPTROLLER,Over Votes,,745,0,0.0,RICHMOND 3,2018_General Election
