ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,605,257,42.0,NUNDA 16,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,605,135,22.0,NUNDA 16,2016_General Election
14TH CONGRESS,Blank Ballots,,605,10,2.0,NUNDA 16,2016_General Election
14TH CONGRESS,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
14TH CONGRESS,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,605,331,55.0,NUNDA 16,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,605,70,12.0,NUNDA 16,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
32ND SENATE,PAMELA ALTHOFF,Republican,605,284,47.0,NUNDA 16,2016_General Election
32ND SENATE,MELISSA COYNE,Democrat,605,108,18.0,NUNDA 16,2016_General Election
32ND SENATE,Blank Ballots,,605,9,1.0,NUNDA 16,2016_General Election
32ND SENATE,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
32ND SENATE,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
64TH REPRESENTATIVE,BARBARA WHEELER,Republican,605,337,56.0,NUNDA 16,2016_General Election
64TH REPRESENTATIVE,Blank Ballots,,605,64,11.0,NUNDA 16,2016_General Election
64TH REPRESENTATIVE,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
64TH REPRESENTATIVE,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,605,248,41.0,NUNDA 16,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,605,120,20.0,NUNDA 16,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,605,17,3.0,NUNDA 16,2016_General Election
COMPTROLLER,TIM CURTIN,Green,605,9,1.0,NUNDA 16,2016_General Election
COMPTROLLER,Blank Ballots,,605,7,1.0,NUNDA 16,2016_General Election
COMPTROLLER,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
COMPTROLLER,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,605,297,49.0,NUNDA 16,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,605,84,14.0,NUNDA 16,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,605,20,3.0,NUNDA 16,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP,Republican,605,227,38.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,HILLARY RODHAM CLINTON,Democrat,605,149,25.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,GARY JOHNSON,Libertarian,605,19,3.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Blank Ballots,,605,4,1.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,JILL STEIN,Green,605,3,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Write-in,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Laio Morris WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,David G . Stack WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Tom Hoefling WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Evan McMullin WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Jonathan Lee WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Dem J. Wysinger WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Schoenke/Mitch..WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Castle/Bradley WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
PRESIDENT AND VICE PRESIDENT,Kotlikoff/Leam..WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,MARK STEVEN KIRK,Republican,605,206,34.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,TAMMY DUCKWORTH,Democrat,605,154,25.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,KENTON McMILLEN,Libertarian,605,27,4.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Blank Ballots,,605,9,1.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,SCOTT SUMMERS,Green,605,6,1.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Under Votes,,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Over Votes,,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Write-in,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Jim Brown WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Susana Sandoval WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Chad Koppie WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Eric K J Stewert WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
UNITED STATES SENATOR,Chris M Aguayo WRI,NonPartisan,605,0,0.0,NUNDA 16,2016_General Election
