ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",Republican,1643,553,34.0,DORR 9,2016_General Election
14TH CONGRESS,JIM WALZ,Democrat,1643,486,30.0,DORR 9,2016_General Election
14TH CONGRESS,Blank Ballots,,1643,47,3.0,DORR 9,2016_General Election
14TH CONGRESS,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
14TH CONGRESS,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,1643,798,49.0,DORR 9,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,1643,286,17.0,DORR 9,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
32ND SENATE,PAMELA ALTHOFF,Republican,1643,645,39.0,DORR 9,2016_General Election
32ND SENATE,MELISSA COYNE,Democrat,1643,376,23.0,DORR 9,2016_General Election
32ND SENATE,Blank Ballots,,1643,63,4.0,DORR 9,2016_General Election
32ND SENATE,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
32ND SENATE,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
63RD REPRESENTATIVE,STEVEN REICK,Republican,1643,536,33.0,DORR 9,2016_General Election
63RD REPRESENTATIVE,JOHN M. BARTMAN,Democrat,1643,499,30.0,DORR 9,2016_General Election
63RD REPRESENTATIVE,Blank Ballots,,1643,49,3.0,DORR 9,2016_General Election
63RD REPRESENTATIVE,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
63RD REPRESENTATIVE,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
COMPTROLLER,LESLIE GEISSLER MUNGER,Republican,1643,555,34.0,DORR 9,2016_General Election
COMPTROLLER,SUSANA MENDOZA,Democrat,1643,422,26.0,DORR 9,2016_General Election
COMPTROLLER,CLAIRE BALL,Libertarian,1643,46,3.0,DORR 9,2016_General Election
COMPTROLLER,Blank Ballots,,1643,37,2.0,DORR 9,2016_General Election
COMPTROLLER,TIM CURTIN,Green,1643,24,1.0,DORR 9,2016_General Election
COMPTROLLER,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
COMPTROLLER,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,YES,NonPartisan,1643,745,45.0,DORR 9,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,NO,NonPartisan,1643,239,15.0,DORR 9,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Blank Ballots,,1643,100,6.0,DORR 9,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
For the proposed addition of Section 11 to Article IX of the Illinois Constitution.,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,HILLARY RODHAM CLINTON,Democrat,1643,517,31.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP,Republican,1643,466,28.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,GARY JOHNSON,Libertarian,1643,54,3.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Blank Ballots,,1643,29,2.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,JILL STEIN,Green,1643,13,1.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Evan McMullin WRI,NonPartisan,1643,6,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Kotlikoff/Leam..WRI,NonPartisan,1643,1,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Write-in,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Laio Morris WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,David G . Stack WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Tom Hoefling WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Jonathan Lee WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Dem J. Wysinger WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Schoenke/Mitch..WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
PRESIDENT AND VICE PRESIDENT,Castle/Bradley WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,TAMMY DUCKWORTH,Democrat,1643,498,30.0,DORR 9,2016_General Election
UNITED STATES SENATOR,MARK STEVEN KIRK,Republican,1643,481,29.0,DORR 9,2016_General Election
UNITED STATES SENATOR,KENTON McMILLEN,Libertarian,1643,48,3.0,DORR 9,2016_General Election
UNITED STATES SENATOR,SCOTT SUMMERS,Green,1643,30,2.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Blank Ballots,,1643,29,2.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Under Votes,,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Over Votes,,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Write-in,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Jim Brown WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Susana Sandoval WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Chad Koppie WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Eric K J Stewert WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
UNITED STATES SENATOR,Chris M Aguayo WRI,NonPartisan,1643,0,0.0,DORR 9,2016_General Election
