,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7838,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1017,284,28.0,HARTLAND 1,2018_General Election
5996,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1017,235,23.0,HARTLAND 1,2018_General Election
3172,14TH CONGRESS,Under Votes,,1017,4,0.0,HARTLAND 1,2018_General Election
3173,14TH CONGRESS,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
7847,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1017,389,38.0,HARTLAND 1,2018_General Election
3190,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1017,61,6.0,HARTLAND 1,2018_General Election
3191,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
7846,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1017,391,38.0,HARTLAND 1,2018_General Election
3188,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1017,56,6.0,HARTLAND 1,2018_General Election
3189,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
10517,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1017,337,33.0,HARTLAND 1,2018_General Election
10518,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1017,136,13.0,HARTLAND 1,2018_General Election
3192,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1017,50,5.0,HARTLAND 1,2018_General Election
3193,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
10519,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1017,370,36.0,HARTLAND 1,2018_General Election
10520,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1017,91,9.0,HARTLAND 1,2018_General Election
3194,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1017,62,6.0,HARTLAND 1,2018_General Election
3195,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
7844,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1017,312,31.0,HARTLAND 1,2018_General Election
6002,32ND SENATE,MARY MAHADY,DEMOCRACT,1017,202,20.0,HARTLAND 1,2018_General Election
3184,32ND SENATE,Under Votes,,1017,9,1.0,HARTLAND 1,2018_General Election
3185,32ND SENATE,Over Votes,,1017,0,0.0,HARTLAND 1,2018_General Election
7845,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1017,377,37.0,HARTLAND 1,2018_General Election
