,ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
7898,14TH CONGRESS,"RANDALL M. ""RANDY"" HULTGREN",REPUBLICAN,1352,384,28.0,MARENGO 3,2018_General Election
6038,14TH CONGRESS,LAUREN UNDERWOOD,DEMOCRACT,1352,263,19.0,MARENGO 3,2018_General Election
3322,14TH CONGRESS,Under Votes,,1352,1,0.0,MARENGO 3,2018_General Election
3323,14TH CONGRESS,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
7908,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,TIFFANY DAVIS,REPUBLICAN,1352,481,36.0,MARENGO 3,2018_General Election
3342,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Under Votes,,1352,80,6.0,MARENGO 3,2018_General Election
3343,22ND CIRCUIT - 1ST SUBCIRCUIT - WEECH VACANCY,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
7907,22ND CIRCUIT - McINTYRE VACANCY,ROBERT WILBRANDT,REPUBLICAN,1352,480,36.0,MARENGO 3,2018_General Election
3340,22ND CIRCUIT - McINTYRE VACANCY,Under Votes,,1352,80,6.0,MARENGO 3,2018_General Election
3341,22ND CIRCUIT - McINTYRE VACANCY,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
10547,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - YES,NONPARTISAN,1352,434,32.0,MARENGO 3,2018_General Election
10548,22ND CIRCUIT - RETAIN CHMIEL,MICHAEL J. CHMIEL - NO,NONPARTISAN,1352,140,10.0,MARENGO 3,2018_General Election
3344,22ND CIRCUIT - RETAIN CHMIEL,Under Votes,,1352,74,5.0,MARENGO 3,2018_General Election
3345,22ND CIRCUIT - RETAIN CHMIEL,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
10549,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - YES,NONPARTISAN,1352,432,32.0,MARENGO 3,2018_General Election
10550,2ND APPELLATE - RETAIN MCLAREN,ROBERT D. MCLAREN - NO,NONPARTISAN,1352,133,10.0,MARENGO 3,2018_General Election
3346,2ND APPELLATE - RETAIN MCLAREN,Under Votes,,1352,83,6.0,MARENGO 3,2018_General Election
3347,2ND APPELLATE - RETAIN MCLAREN,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
7904,32ND SENATE,CRAIG WILCOX,REPUBLICAN,1352,419,31.0,MARENGO 3,2018_General Election
6044,32ND SENATE,MARY MAHADY,DEMOCRACT,1352,226,17.0,MARENGO 3,2018_General Election
3334,32ND SENATE,Under Votes,,1352,3,0.0,MARENGO 3,2018_General Election
3335,32ND SENATE,Over Votes,,1352,0,0.0,MARENGO 3,2018_General Election
7905,63RD REPRESENTATIVE,STEVEN REICK,REPUBLICAN,1352,485,36.0,MARENGO 3,2018_General Election
3336,63RD REPRESENTATIVE,Under Votes,,1352,64,5.0,MARENGO 3,2018_General Election
3337,63RD REPRESENTATIVE,Over Votes,,1352,1,0.0,MARENGO 3,2018_General Election
7900,ATTORNEY GENERAL,ERIKA HAROLD,REPUBLICAN,1352,417,31.0,MARENGO 3,2018_General Election
6040,ATTORNEY GENERAL,KWAME RAOUL,DEMOCRACT,1352,217,16.0,MARENGO 3,2018_General Election
