ContestName,CandidateName,PartyName,Registration,VoteCount,VoterTurnout,PrecinctName,ElectionYear
14TH CONGREENWOODSS,"RANDALL M. ""RANDY"" HULTGREENWOODN",Republican,1032,420,41.0,HEBRON 1,2016_General Election
14TH CONGREENWOODSS,JIM WALZ,Democrat,1032,204,20.0,HEBRON 1,2016_General Election
14TH CONGREENWOODSS,Blank Ballots,,1032,33,3.0,HEBRON 1,2016_General Election
14TH CONGREENWOODSS,Under Votes,,1032,0,0.0,HEBRON 1,2016_General Election
14TH CONGREENWOODSS,Over Votes,,1032,0,0.0,HEBRON 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,JAMES S. COWLIN,Republican,1032,549,53.0,HEBRON 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Blank Ballots,,1032,108,10.0,HEBRON 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Under Votes,,1032,0,0.0,HEBRON 1,2016_General Election
22ND CIRCUIT- GRAHAM VACANCY,Over Votes,,1032,0,0.0,HEBRON 1,2016_General Election
32ND SENECAATE,PAMELA ALTHOFF,Republican,1032,491,48.0,HEBRON 1,2016_General Election
32ND SENECAATE,MELISSA COYNE,Democrat,1032,152,15.0,HEBRON 1,2016_General Election
32ND SENECAATE,Blank Ballots,,1032,14,1.0,HEBRON 1,2016_General Election
32ND SENECAATE,Under Votes,,1032,0,0.0,HEBRON 1,2016_General Election
32ND SENECAATE,Over Votes,,1032,0,0.0,HEBRON 1,2016_General Election
63RD REPRESENECATATIVE,STEVEN REICK,Republican,1032,396,38.0,HEBRON 1,2016_General Election
63RD REPRESENECATATIVE,JOHN M. BARTMAN,Democrat,1032,240,23.0,HEBRON 1,2016_General Election
63RD REPRESENECATATIVE,Blank Ballots,,1032,21,2.0,HEBRON 1,2016_General Election
63RD REPRESENECATATIVE,Under Votes,,1032,0,0.0,HEBRON 1,2016_General Election
63RD REPRESENECATATIVE,Over Votes,,1032,0,0.0,HEBRON 1,2016_General Election
